Age,Annual_Income_LPA,Loan_Amount_LPA,Loan_Term_Months,CIBIL_Score,Employment_Years,Existing_Loans,Education,Employment_Type,Property_Area,Gender,Dependents,Default,Loan_to_Income_Ratio,CIBIL_Band,LTI_Band
56,2.17,2.58,36,705,1,2,Under-Graduate,Salaried,Urban,Female,3,0,1.189,"670-740
(Very Good)",1-1.5x
53,4.07,15.59,24,735,13,0,Graduate,Salaried,Urban,Male,0,0,3.83,"670-740
(Very Good)",>3x
45,29.92,33.34,60,751,15,1,Graduate,Salaried,Urban,Male,3,0,1.114,"740-800
(Excellent)",1-1.5x
35,4.48,11.14,12,720,6,0,Graduate,Salaried,Semi-Urban,Female,1,0,2.487,"670-740
(Very Good)",2-2.5x
53,1.85,4.68,24,696,3,0,Graduate,Freelance,Rural,Female,2,0,2.53,"670-740
(Very Good)",2.5-3x
37,9.31,20.61,24,672,17,0,Under-Graduate,Salaried,Rural,Female,0,0,2.214,"670-740
(Very Good)",2-2.5x
25,10.02,27.62,36,608,4,0,Graduate,Self-Employed,Urban,Male,1,0,2.756,"580-670
(Good)",2.5-3x
58,12.99,16.94,24,822,5,0,Graduate,Salaried,Urban,Male,2,0,1.304,"800+
(Exceptional)",1-1.5x
42,7.96,19.38,48,896,6,0,Post-Graduate,Salaried,Semi-Urban,Male,2,0,2.435,"800+
(Exceptional)",2-2.5x
35,9.97,17.97,24,815,14,3,Under-Graduate,Business,Semi-Urban,Female,0,0,1.802,"800+
(Exceptional)",1.5-2x
52,18.1,50.97,36,619,0,0,Graduate,Business,Urban,Male,1,0,2.816,"580-670
(Good)",2.5-3x
39,3.84,3.82,24,782,3,0,Graduate,Salaried,Urban,Male,0,0,0.995,"740-800
(Excellent)",<1x
28,3.41,8.52,12,801,0,0,Graduate,Salaried,Semi-Urban,Male,3,0,2.499,"800+
(Exceptional)",2-2.5x
31,3.11,3.57,60,687,10,1,Post-Graduate,Salaried,Urban,Male,2,0,1.148,"670-740
(Very Good)",1-1.5x
28,5.12,7.55,24,759,17,0,Graduate,Salaried,Semi-Urban,Female,0,0,1.475,"740-800
(Excellent)",1-1.5x
54,14.18,17.94,48,683,13,2,Post-Graduate,Salaried,Semi-Urban,Male,2,0,1.265,"670-740
(Very Good)",1-1.5x
44,8.24,9.39,36,842,10,3,Graduate,Salaried,Rural,Female,3,0,1.14,"800+
(Exceptional)",1-1.5x
42,8.04,27.26,12,749,9,0,Graduate,Freelance,Semi-Urban,Female,1,1,3.391,"740-800
(Excellent)",>3x
40,2.01,3.01,60,646,16,1,Diploma,Self-Employed,Urban,Male,2,0,1.498,"580-670
(Good)",1-1.5x
40,3.96,14.83,24,773,3,0,Graduate,Business,Rural,Female,1,1,3.745,"740-800
(Excellent)",>3x
57,1.99,7.75,48,804,14,1,Graduate,Self-Employed,Semi-Urban,Female,2,0,3.894,"800+
(Exceptional)",>3x
50,12.12,30.29,24,735,15,1,Graduate,Salaried,Urban,Female,0,0,2.499,"670-740
(Very Good)",2-2.5x
39,15.54,15.55,48,758,12,0,Post-Graduate,Business,Semi-Urban,Male,0,0,1.001,"740-800
(Excellent)",1-1.5x
23,9.58,17.35,12,714,8,0,Post-Graduate,Salaried,Urban,Male,1,0,1.811,"670-740
(Very Good)",1.5-2x
22,3.32,10.93,36,629,10,1,Graduate,Business,Rural,Male,0,0,3.292,"580-670
(Good)",>3x
26,14.6,26.07,48,707,10,1,Graduate,Salaried,Semi-Urban,Female,2,0,1.786,"670-740
(Very Good)",1.5-2x
41,5.15,4.14,60,761,5,0,Graduate,Salaried,Semi-Urban,Female,0,0,0.804,"740-800
(Excellent)",<1x
32,2.9,7.1,60,709,0,1,Post-Graduate,Business,Urban,Female,1,0,2.448,"670-740
(Very Good)",2-2.5x
23,3.36,11.62,48,784,5,1,Under-Graduate,Self-Employed,Urban,Male,2,0,3.458,"740-800
(Excellent)",>3x
24,4.64,15.25,48,688,12,2,Post-Graduate,Business,Rural,Male,1,0,3.287,"670-740
(Very Good)",>3x
44,6.18,6.88,24,693,4,0,Post-Graduate,Freelance,Rural,Male,1,0,1.113,"670-740
(Very Good)",1-1.5x
33,5.45,15.56,24,786,14,2,Graduate,Salaried,Urban,Male,3,0,2.855,"740-800
(Excellent)",2.5-3x
41,2.57,3.27,24,737,17,1,Graduate,Salaried,Urban,Female,2,1,1.272,"670-740
(Very Good)",1-1.5x
26,12.43,15.71,36,687,19,0,Graduate,Salaried,Urban,Male,0,0,1.264,"670-740
(Very Good)",1-1.5x
58,5.48,19.5,36,802,13,1,Graduate,Self-Employed,Semi-Urban,Male,1,0,3.558,"800+
(Exceptional)",>3x
59,3.91,5.37,36,664,14,1,Graduate,Business,Semi-Urban,Male,3,0,1.373,"580-670
(Good)",1-1.5x
51,11.68,16.6,24,661,4,3,Post-Graduate,Salaried,Semi-Urban,Male,1,0,1.421,"580-670
(Good)",1-1.5x
30,2.95,1.48,48,493,3,0,Post-Graduate,Self-Employed,Semi-Urban,Male,1,0,0.502,"300-500
(Poor)",<1x
55,2.26,8.02,24,675,1,1,Diploma,Self-Employed,Rural,Male,0,0,3.549,"670-740
(Very Good)",>3x
56,12.87,42.14,36,824,6,0,Graduate,Salaried,Urban,Male,0,0,3.274,"800+
(Exceptional)",>3x
43,18.66,50.3,36,554,9,3,Post-Graduate,Business,Urban,Male,2,0,2.696,"500-580
(Fair)",2.5-3x
45,4.55,14.22,48,643,15,0,Under-Graduate,Self-Employed,Semi-Urban,Male,2,0,3.125,"580-670
(Good)",>3x
38,5.84,6.03,48,755,9,3,Post-Graduate,Freelance,Rural,Female,3,0,1.033,"740-800
(Excellent)",1-1.5x
31,3.02,6.35,36,540,17,2,Graduate,Salaried,Semi-Urban,Male,2,1,2.103,"500-580
(Fair)",2-2.5x
51,6.02,10.41,24,679,16,0,Graduate,Salaried,Semi-Urban,Female,0,0,1.729,"670-740
(Very Good)",1.5-2x
44,4.51,3.74,36,811,12,2,Graduate,Salaried,Semi-Urban,Female,0,0,0.829,"800+
(Exceptional)",<1x
53,5.64,12.42,12,883,0,3,Graduate,Salaried,Rural,Male,3,0,2.202,"800+
(Exceptional)",2-2.5x
38,7.67,28.55,36,743,0,0,Under-Graduate,Freelance,Urban,Female,0,0,3.722,"740-800
(Excellent)",>3x
38,3.1,1.98,36,645,14,1,Graduate,Salaried,Urban,Male,0,0,0.639,"580-670
(Good)",<1x
35,4.83,7.34,12,643,0,1,Graduate,Business,Rural,Female,3,1,1.52,"580-670
(Good)",1.5-2x
30,2.03,2.49,24,731,5,0,Under-Graduate,Salaried,Rural,Female,1,0,1.227,"670-740
(Very Good)",1-1.5x
61,4.85,6.47,60,742,12,0,Under-Graduate,Salaried,Urban,Female,0,0,1.334,"740-800
(Excellent)",1-1.5x
23,5.67,20.86,60,868,0,0,Post-Graduate,Salaried,Semi-Urban,Male,2,0,3.679,"800+
(Exceptional)",>3x
46,6.88,14.71,36,797,4,0,Post-Graduate,Self-Employed,Urban,Male,3,0,2.138,"740-800
(Excellent)",2-2.5x
60,6.93,14.78,12,726,8,1,Graduate,Self-Employed,Urban,Male,0,0,2.133,"670-740
(Very Good)",2-2.5x
30,10.32,32.63,24,693,16,0,Graduate,Salaried,Rural,Male,2,0,3.162,"670-740
(Very Good)",>3x
43,2.38,2.48,36,900,15,2,Graduate,Business,Urban,Female,1,0,1.042,"800+
(Exceptional)",1-1.5x
25,2.46,5.43,60,770,7,1,Post-Graduate,Salaried,Rural,Male,1,0,2.207,"740-800
(Excellent)",2-2.5x
47,8.24,16.52,24,666,16,0,Diploma,Salaried,Urban,Male,3,0,2.005,"580-670
(Good)",2-2.5x
50,1.77,4.58,48,702,14,1,Graduate,Salaried,Semi-Urban,Female,3,0,2.588,"670-740
(Very Good)",2.5-3x
55,6.7,26.79,24,649,0,1,Post-Graduate,Salaried,Urban,Male,0,0,3.999,"580-670
(Good)",>3x
44,2.96,9.45,60,527,11,3,Graduate,Freelance,Semi-Urban,Female,0,0,3.193,"500-580
(Fair)",>3x
58,15.42,29.18,36,745,4,0,Post-Graduate,Salaried,Semi-Urban,Female,0,0,1.892,"740-800
(Excellent)",1.5-2x
32,6.97,23.67,48,862,5,0,Graduate,Salaried,Semi-Urban,Male,1,1,3.396,"800+
(Exceptional)",>3x
27,5.26,5.77,36,589,0,2,Graduate,Salaried,Urban,Female,0,1,1.097,"580-670
(Good)",1-1.5x
39,12.53,7.6,36,724,0,3,Under-Graduate,Self-Employed,Urban,Male,1,0,0.607,"670-740
(Very Good)",<1x
42,3.17,3.85,24,663,9,1,Post-Graduate,Salaried,Urban,Male,0,0,1.215,"580-670
(Good)",1-1.5x
57,3.55,6.0,24,761,9,2,Post-Graduate,Self-Employed,Urban,Female,1,0,1.69,"740-800
(Excellent)",1.5-2x
59,2.81,6.43,60,706,2,0,Graduate,Salaried,Semi-Urban,Female,0,0,2.288,"670-740
(Very Good)",2-2.5x
55,3.57,9.47,60,611,16,1,Graduate,Salaried,Semi-Urban,Male,2,1,2.653,"580-670
(Good)",2.5-3x
38,6.22,22.93,48,641,18,0,Graduate,Business,Semi-Urban,Male,0,0,3.686,"580-670
(Good)",>3x
58,8.07,18.44,36,653,10,0,Under-Graduate,Salaried,Semi-Urban,Male,0,0,2.285,"580-670
(Good)",2-2.5x
46,10.68,24.08,48,827,17,2,Diploma,Business,Urban,Male,2,0,2.255,"800+
(Exceptional)",2-2.5x
59,2.01,1.36,12,823,1,0,Graduate,Salaried,Urban,Male,2,0,0.677,"800+
(Exceptional)",<1x
33,5.41,3.37,36,695,8,1,Graduate,Business,Urban,Male,0,0,0.623,"670-740
(Very Good)",<1x
44,3.09,7.51,36,818,16,3,Under-Graduate,Salaried,Rural,Male,0,0,2.43,"800+
(Exceptional)",2-2.5x
43,5.3,10.78,36,706,13,0,Graduate,Self-Employed,Semi-Urban,Male,2,0,2.034,"670-740
(Very Good)",2-2.5x
42,24.34,83.66,36,693,3,3,Post-Graduate,Salaried,Urban,Male,1,0,3.437,"670-740
(Very Good)",>3x
48,7.15,7.6,24,724,16,3,Graduate,Salaried,Urban,Female,2,0,1.063,"670-740
(Very Good)",1-1.5x
52,10.29,6.04,36,742,16,1,Under-Graduate,Salaried,Rural,Female,1,0,0.587,"740-800
(Excellent)",<1x
27,19.46,40.31,48,675,11,0,Post-Graduate,Salaried,Semi-Urban,Male,0,0,2.071,"670-740
(Very Good)",2-2.5x
48,11.8,15.71,36,721,19,0,Under-Graduate,Salaried,Semi-Urban,Male,1,0,1.331,"670-740
(Very Good)",1-1.5x
61,4.59,3.09,24,782,17,1,Under-Graduate,Salaried,Urban,Male,2,0,0.673,"740-800
(Excellent)",<1x
55,2.79,8.47,24,730,2,0,Graduate,Self-Employed,Urban,Male,3,1,3.036,"670-740
(Very Good)",>3x
33,5.89,5.25,24,723,10,0,Under-Graduate,Business,Rural,Male,0,0,0.891,"670-740
(Very Good)",<1x
28,4.27,11.23,24,759,17,3,Under-Graduate,Self-Employed,Semi-Urban,Female,1,1,2.63,"740-800
(Excellent)",2.5-3x
31,2.4,3.56,36,773,3,0,Graduate,Self-Employed,Urban,Male,0,0,1.483,"740-800
(Excellent)",1-1.5x
38,6.93,7.67,36,714,16,1,Graduate,Salaried,Rural,Female,1,0,1.107,"670-740
(Very Good)",1-1.5x
47,7.04,12.88,48,682,17,0,Graduate,Salaried,Semi-Urban,Male,2,0,1.83,"670-740
(Very Good)",1.5-2x
42,17.34,57.31,36,735,4,1,Post-Graduate,Salaried,Urban,Female,1,1,3.305,"670-740
(Very Good)",>3x
49,4.83,9.04,48,592,13,2,Graduate,Business,Urban,Female,3,0,1.872,"580-670
(Good)",1.5-2x
23,7.1,22.21,24,703,9,0,Post-Graduate,Salaried,Urban,Male,1,0,3.128,"670-740
(Very Good)",>3x
22,4.02,3.78,36,522,14,0,Graduate,Salaried,Urban,Male,3,1,0.94,"500-580
(Fair)",<1x
57,10.13,32.46,48,585,0,1,Under-Graduate,Self-Employed,Semi-Urban,Male,2,0,3.204,"580-670
(Good)",>3x
47,5.57,7.4,24,573,15,1,Graduate,Salaried,Urban,Male,0,0,1.329,"500-580
(Fair)",1-1.5x
50,2.97,8.53,24,803,10,1,Graduate,Business,Rural,Female,0,0,2.872,"800+
(Exceptional)",2.5-3x
42,5.95,14.76,48,721,19,0,Post-Graduate,Business,Rural,Male,1,1,2.481,"670-740
(Very Good)",2-2.5x
32,7.58,28.44,36,619,5,0,Post-Graduate,Salaried,Urban,Male,0,0,3.752,"580-670
(Good)",>3x
61,6.99,12.97,48,759,15,3,Graduate,Salaried,Semi-Urban,Male,1,1,1.856,"740-800
(Excellent)",1.5-2x
32,11.24,8.22,12,799,1,2,Graduate,Salaried,Rural,Male,1,0,0.731,"740-800
(Excellent)",<1x
